date_time,temp,pm2_5,aqi,ozone
2024-01-01 00:00:00,33.5,62.40833333,122.0,0.03045119
2024-01-01 01:00:00,33.5,55.85416666375,119.08333333333333,0.030431357589285713
2024-01-01 02:00:00,33.0,49.299999997499995,116.16666666666667,0.030411525178571427
2024-01-01 03:00:00,33.0,42.74583333125,113.25,0.030391692767857144
2024-01-01 04:00:00,33.0,36.191666665,110.33333333333333,0.030371860357142857
2024-01-01 05:00:00,32.0,29.637499998749995,107.41666666666667,0.03035202794642857
2024-01-01 06:00:00,32.0,23.083333332499997,104.5,0.030332195535714285
2024-01-01 07:00:00,32.0,16.52916666625,101.58333333333333,0.030312363125
2024-01-01 08:00:00,35.0,9.975,98.66666666666667,0.030292530714285715
2024-01-01 09:00:00,38.0,9.3953125,95.75,0.03027269830357143
2024-01-01 10:00:00,41.5,8.815625,92.83333333333333,0.030252865892857143
2024-01-01 11:00:00,45.0,8.2359375,89.91666666666666,0.030233033482142856
2024-01-01 12:00:00,47.0,7.65625,87.0,0.03021320107142857
2024-01-01 13:00:00,48.0,7.0765625,84.08333333333334,0.030193368660714284
2024-01-01 14:00:00,48.0,6.496875,81.16666666666666,0.03017353625
2024-01-01 15:00:00,47.5,5.9171875,78.25,0.030153703839285714
2024-01-01 16:00:00,45.0,5.3375,75.33333333333334,0.030133871428571428
2024-01-01 17:00:00,42.5,5.2718750000000005,72.41666666666666,0.03011403901785714
2024-01-01 18:00:00,40.5,5.206250000000001,69.5,0.030094206607142855
2024-01-01 19:00:00,39.5,5.140625,66.58333333333334,0.030074374196428572
2024-01-01 20:00:00,38.5,5.075,63.666666666666664,0.030054541785714286
2024-01-01 21:00:00,37.5,5.009375,60.75,0.030034709375
2024-01-01 22:00:00,37.0,4.94375,57.83333333333333,0.030014876964285713
2024-01-01 23:00:00,36.5,4.878125,54.91666666666667,0.029995044553571427
2024-01-02 00:00:00,36.0,4.8125,52.0,0.029975212142857144
2024-01-02 01:00:00,35.5,4.980729166625,51.875,0.029955379732142857
2024-01-02 02:00:00,35.5,5.14895833325,51.75,0.02993554732142857
2024-01-02 03:00:00,35.0,5.317187499875,51.625,0.029915714910714285
2024-01-02 04:00:00,34.5,5.4854166665,51.5,0.0298958825
2024-01-02 05:00:00,33.5,5.653645833125,51.375,0.029876050089285715
2024-01-02 06:00:00,32.5,5.8218749997499994,51.25,0.02985621767857143
2024-01-02 07:00:00,32.5,5.990104166375,51.125,0.029836385267857143
2024-01-02 08:00:00,32.5,6.158333333,51.0,0.029816552857142856
2024-01-02 09:00:00,34.5,6.511458333,50.875,0.02979672044642857
2024-01-02 10:00:00,38.0,6.864583333,50.75,0.029776888035714284
2024-01-02 11:00:00,41.0,7.217708332999999,50.625,0.029757055625
2024-01-02 12:00:00,43.5,7.5708333329999995,50.5,0.029737223214285714
2024-01-02 13:00:00,45.5,7.923958333,50.375,0.029717390803571428
2024-01-02 14:00:00,47.5,8.277083333,50.25,0.02969755839285714
2024-01-02 15:00:00,47.5,8.630208332999999,50.125,0.029677725982142855
2024-01-02 16:00:00,45.0,8.983333333,50.0,0.029657893571428572
2024-01-02 17:00:00,41.0,8.803645833,49.875,0.029638061160714286
2024-01-02 18:00:00,38.5,8.623958333,49.75,0.02961822875
2024-01-02 19:00:00,36.5,8.444270833,49.625,0.029598396339285713
2024-01-02 20:00:00,36.0,8.264583333,49.5,0.029578563928571427
2024-01-02 21:00:00,35.5,8.084895833,49.375,0.029558731517857144
2024-01-02 22:00:00,35.0,7.905208333,49.25,0.029538899107142857
2024-01-02 23:00:00,34.5,7.725520833,49.125,0.02951906669642857
2024-01-03 00:00:00,34.5,7.545833333,49.0,0.029499234285714285
2024-01-03 01:00:00,34.0,7.368489583,48.958333333333336,0.029479401875
2024-01-03 02:00:00,33.5,7.191145833,48.916666666666664,0.029459569464285715
2024-01-03 03:00:00,34.0,7.013802083,48.875,0.02943973705357143
2024-01-03 04:00:00,33.5,6.8364583329999995,48.833333333333336,0.029419904642857143
2024-01-03 05:00:00,33.5,6.659114583,48.791666666666664,0.029400072232142856
2024-01-03 06:00:00,33.5,6.481770833,48.75,0.02938023982142857
2024-01-03 07:00:00,33.5,6.304427083,48.708333333333336,0.029360407410714287
2024-01-03 08:00:00,36.0,6.127083333,48.666666666666664,0.029340575
2024-01-03 09:00:00,40.5,6.17890624975,48.625,0.029320742589285714
2024-01-03 10:00:00,45.0,6.2307291665,48.583333333333336,0.029300910178571428
2024-01-03 11:00:00,46.5,6.28255208325,48.541666666666664,0.02928107776785714
2024-01-03 12:00:00,47.5,6.3343750000000005,48.5,0.029261245357142855
2024-01-03 13:00:00,48.0,6.3861979167500005,48.458333333333336,0.029241412946428572
2024-01-03 14:00:00,49.5,6.4380208335,48.416666666666664,0.029221580535714286
2024-01-03 15:00:00,48.5,6.48984375025,48.375,0.029201748125
2024-01-03 16:00:00,47.5,6.541666667,48.333333333333336,0.029181915714285713
2024-01-03 17:00:00,46.0,6.3656250002500006,48.291666666666664,0.029162083303571427
2024-01-03 18:00:00,45.0,6.1895833335,48.25,0.029142250892857144
2024-01-03 19:00:00,44.0,6.01354166675,48.208333333333336,0.029122418482142857
2024-01-03 20:00:00,43.0,5.8375,48.166666666666664,0.02910258607142857
2024-01-03 21:00:00,42.5,5.661458333250001,48.125,0.029082753660714285
2024-01-03 22:00:00,42.0,5.485416666500001,48.083333333333336,0.02906292125
2024-01-03 23:00:00,42.0,5.30937499975,48.041666666666664,0.029043088839285715
2024-01-04 00:00:00,42.5,5.133333333,48.0,0.02902325642857143
